student_id,skill_level,interest,time_available,past_performance,goal,recommended_topic,difficulty_level,resource_type
342,Beginner,Data Science,2-4 hours,69,Career,Statistics Basics,Easy,Video
343,Beginner,Web Development,6+ hours,90,Certifications,Responsive Design,Easy,Book
344,Beginner,Python,6+ hours,88,Career,Functions and Modules,Hard,Book
345,Advanced,Mobile Development,2-4 hours,95,Hobby,Native Modules,Easy,Video
346,Intermediate,Machine Learning,1-2 hours,89,Academic,Model Evaluation,Medium,Article
347,Beginner,Mobile Development,6+ hours,61,Career,App Design Basics,Easy,Book
348,Advanced,Data Science,1-2 hours,83,Career,Big Data Tools,Hard,Article
349,Intermediate,Machine Learning,1-2 hours,90,Certifications,Model Evaluation,Medium,Article
350,Intermediate,Data Science,1-2 hours,72,Career,ML Basics,Medium,Article
351,Intermediate,Web Development,1-2 hours,99,Academic,APIs & Backend,Medium,Article
352,Beginner,Python,4-6 hours,84,Academic,Control Flow,Medium,Interactive
353,Advanced,Web Development,6+ hours,94,Certifications,Performance Optimization,Hard,Book
354,Advanced,Web Development,2-4 hours,54,Certifications,Full Stack Architecture,Easy,Video
355,Beginner,Data Science,2-4 hours,52,Hobby,Statistics Basics,Easy,Video
356,Beginner,Data Science,4-6 hours,82,Certifications,Python for Data,Easy,Interactive
357,Advanced,Machine Learning,4-6 hours,52,Hobby,Neural Networks,Easy,Interactive
358,Intermediate,Data Science,1-2 hours,91,Academic,SQL for Data,Medium,Article
359,Intermediate,Python,4-6 hours,77,Certifications,Libraries (Pandas/NumPy),Medium,Interactive
360,Advanced,Machine Learning,6+ hours,71,Hobby,Reinforcement Learning,Easy,Book
361,Intermediate,Machine Learning,4-6 hours,83,Academic,Feature Engineering,Medium,Interactive
362,Beginner,Machine Learning,1-2 hours,77,Hobby,Math for ML,Easy,Article
363,Advanced,Data Science,4-6 hours,56,Career,Deep Learning,Easy,Interactive
364,Intermediate,Data Science,4-6 hours,78,Certifications,ML Basics,Medium,Interactive
365,Beginner,Machine Learning,4-6 hours,78,Career,Math for ML,Easy,Interactive
366,Advanced,Data Science,6+ hours,67,Career,Deep Learning,Easy,Book
367,Beginner,Machine Learning,4-6 hours,82,Hobby,Math for ML,Easy,Interactive
368,Beginner,Web Development,6+ hours,52,Hobby,HTML/CSS Basics,Easy,Book
369,Beginner,Web Development,4-6 hours,73,Certifications,JavaScript Basics,Easy,Interactive
370,Advanced,Python,2-4 hours,93,Certifications,Optimization,Hard,Video
371,Intermediate,Data Science,6+ hours,98,Career,SQL for Data,Hard,Book
372,Advanced,Web Development,4-6 hours,75,Academic,Microservices,Medium,Interactive
373,Advanced,Data Science,2-4 hours,57,Career,Deep Learning,Easy,Video
374,Advanced,Web Development,6+ hours,83,Certifications,Microservices,Hard,Book
375,Advanced,Python,4-6 hours,99,Academic,Optimization,Medium,Interactive
376,Advanced,Machine Learning,2-4 hours,89,Academic,Model Deployment,Medium,Video
377,Advanced,Machine Learning,2-4 hours,57,Hobby,Neural Networks,Easy,Video
378,Beginner,Machine Learning,2-4 hours,95,Certifications,ML Fundamentals,Easy,Video
379,Beginner,Data Science,4-6 hours,95,Career,Data Visualization,Hard,Interactive
380,Advanced,Mobile Development,4-6 hours,69,Hobby,Cross-platform Architecture,Easy,Interactive
381,Advanced,Web Development,4-6 hours,82,Hobby,Microservices,Easy,Interactive
382,Beginner,Web Development,2-4 hours,65,Certifications,HTML/CSS Basics,Easy,Video
383,Beginner,Data Science,4-6 hours,79,Hobby,Python for Data,Easy,Interactive
384,Advanced,Python,1-2 hours,69,Certifications,Decorators & Generators,Easy,Article
385,Advanced,Machine Learning,6+ hours,99,Certifications,Model Deployment,Hard,Book
386,Advanced,Python,2-4 hours,70,Career,System Design,Hard,Video
387,Intermediate,Machine Learning,4-6 hours,58,Hobby,Scikit-learn,Easy,Interactive
388,Beginner,Machine Learning,1-2 hours,57,Hobby,Python for ML,Easy,Article
389,Intermediate,Web Development,2-4 hours,70,Hobby,Node.js,Easy,Video
390,Intermediate,Mobile Development,4-6 hours,55,Academic,React Native,Easy,Interactive
391,Beginner,Mobile Development,4-6 hours,58,Academic,App Design Basics,Easy,Interactive
392,Advanced,Mobile Development,1-2 hours,82,Hobby,Performance Optimization,Easy,Article
393,Advanced,Mobile Development,2-4 hours,60,Academic,Cross-platform Architecture,Easy,Video
394,Advanced,Python,1-2 hours,55,Career,Decorators & Generators,Easy,Article
395,Advanced,Mobile Development,4-6 hours,91,Hobby,Native Modules,Easy,Interactive
396,Advanced,Machine Learning,1-2 hours,81,Academic,Reinforcement Learning,Medium,Article
397,Advanced,Data Science,6+ hours,65,Certifications,Deep Learning,Easy,Book
398,Intermediate,Machine Learning,1-2 hours,94,Career,Model Evaluation,Hard,Article
399,Beginner,Machine Learning,6+ hours,80,Certifications,Math for ML,Easy,Book
400,Beginner,Data Science,2-4 hours,70,Academic,Python for Data,Medium,Video
401,Advanced,Data Science,6+ hours,58,Academic,Deep Learning,Easy,Book
402,Advanced,Mobile Development,1-2 hours,70,Hobby,Performance Optimization,Easy,Article
403,Intermediate,Python,4-6 hours,78,Hobby,Libraries (Pandas/NumPy),Easy,Interactive
404,Beginner,Python,1-2 hours,68,Certifications,Python Basic,Easy,Article
405,Advanced,Machine Learning,2-4 hours,60,Academic,Neural Networks,Easy,Video
406,Advanced,Data Science,2-4 hours,98,Hobby,Advanced Visualization,Easy,Video
407,Intermediate,Mobile Development,6+ hours,81,Academic,Flutter/Dart,Medium,Book
408,Intermediate,Python,1-2 hours,75,Certifications,Libraries (Pandas/NumPy),Medium,Article
409,Beginner,Web Development,4-6 hours,53,Career,HTML/CSS Basics,Easy,Interactive
410,Intermediate,Machine Learning,6+ hours,68,Career,Scikit-learn,Easy,Book
411,Beginner,Machine Learning,2-4 hours,66,Academic,Python for ML,Easy,Video
412,Intermediate,Data Science,1-2 hours,75,Career,ML Basics,Medium,Article
413,Advanced,Mobile Development,2-4 hours,73,Academic,Performance Optimization,Medium,Video
414,Beginner,Machine Learning,6+ hours,98,Academic,ML Fundamentals,Medium,Book
415,Advanced,Mobile Development,1-2 hours,58,Career,Cross-platform Architecture,Easy,Article
416,Intermediate,Data Science,4-6 hours,85,Academic,SQL for Data,Medium,Interactive
417,Beginner,Web Development,6+ hours,82,Career,JavaScript Basics,Hard,Book
418,Beginner,Python,2-4 hours,95,Academic,Functions and Modules,Medium,Video
419,Intermediate,Mobile Development,6+ hours,59,Hobby,React Native,Easy,Book
420,Intermediate,Mobile Development,4-6 hours,60,Certifications,React Native,Easy,Interactive
421,Advanced,Data Science,4-6 hours,82,Certifications,Big Data Tools,Hard,Interactive
422,Advanced,Mobile Development,4-6 hours,80,Career,Performance Optimization,Hard,Interactive
423,Intermediate,Data Science,1-2 hours,76,Academic,ML Basics,Medium,Article
424,Advanced,Python,6+ hours,66,Hobby,Decorators & Generators,Easy,Book
425,Advanced,Python,6+ hours,60,Certifications,Decorators & Generators,Easy,Book
426,Beginner,Web Development,1-2 hours,86,Career,Responsive Design,Hard,Article
427,Beginner,Python,6+ hours,70,Certifications,Control Flow,Easy,Book
428,Beginner,Machine Learning,2-4 hours,76,Certifications,Math for ML,Easy,Video
429,Advanced,Python,2-4 hours,83,Hobby,System Design,Easy,Video
430,Advanced,Data Science,6+ hours,83,Certifications,Big Data Tools,Hard,Book
431,Intermediate,Web Development,6+ hours,84,Academic,Node.js,Medium,Book
432,Advanced,Data Science,4-6 hours,89,Certifications,Advanced Visualization,Hard,Interactive
433,Beginner,Web Development,4-6 hours,85,Academic,Responsive Design,Medium,Interactive
434,Beginner,Data Science,4-6 hours,95,Hobby,Data Visualization,Easy,Interactive
435,Advanced,Machine Learning,4-6 hours,80,Academic,Reinforcement Learning,Medium,Interactive
436,Advanced,Data Science,4-6 hours,57,Certifications,Deep Learning,Easy,Interactive
437,Intermediate,Data Science,2-4 hours,68,Career,Pandas & Data Cleaning,Easy,Video
438,Intermediate,Python,4-6 hours,78,Academic,Libraries (Pandas/NumPy),Medium,Interactive
439,Advanced,Machine Learning,2-4 hours,62,Academic,Neural Networks,Easy,Video
440,Advanced,Data Science,2-4 hours,56,Hobby,Deep Learning,Easy,Video
441,Beginner,Python,2-4 hours,90,Hobby,Functions and Modules,Easy,Video
442,Beginner,Python,6+ hours,71,Certifications,Control Flow,Easy,Book
443,Beginner,Web Development,1-2 hours,85,Hobby,Responsive Design,Easy,Article
444,Intermediate,Machine Learning,6+ hours,91,Hobby,Model Evaluation,Easy,Book
445,Intermediate,Data Science,4-6 hours,91,Career,SQL for Data,Hard,Interactive
446,Beginner,Mobile Development,2-4 hours,84,Career,Programming Fundamentals,Hard,Video
447,Beginner,Machine Learning,2-4 hours,52,Certifications,Python for ML,Easy,Video
448,Intermediate,Web Development,4-6 hours,52,Career,React.js,Easy,Interactive
449,Intermediate,Mobile Development,1-2 hours,71,Academic,Flutter/Dart,Medium,Article
450,Intermediate,Mobile Development,6+ hours,58,Certifications,React Native,Easy,Book
451,Intermediate,Web Development,1-2 hours,71,Hobby,Node.js,Easy,Article
452,Advanced,Machine Learning,4-6 hours,95,Hobby,Model Deployment,Easy,Interactive
453,Beginner,Data Science,4-6 hours,86,Hobby,Data Visualization,Easy,Interactive
454,Beginner,Mobile Development,6+ hours,77,Academic,Programming Fundamentals,Medium,Book
455,Beginner,Machine Learning,1-2 hours,61,Hobby,Python for ML,Easy,Article
456,Intermediate,Data Science,2-4 hours,50,Academic,Pandas & Data Cleaning,Easy,Video
457,Intermediate,Web Development,6+ hours,98,Academic,APIs & Backend,Medium,Book
458,Intermediate,Data Science,1-2 hours,66,Academic,Pandas & Data Cleaning,Easy,Article
459,Advanced,Web Development,1-2 hours,92,Career,Performance Optimization,Hard,Article
460,Intermediate,Data Science,2-4 hours,75,Academic,ML Basics,Medium,Video
461,Advanced,Python,4-6 hours,73,Hobby,System Design,Easy,Interactive
462,Beginner,Web Development,6+ hours,59,Certifications,HTML/CSS Basics,Easy,Book
463,Advanced,Mobile Development,4-6 hours,76,Certifications,Performance Optimization,Hard,Interactive
464,Advanced,Web Development,2-4 hours,93,Career,Performance Optimization,Hard,Video
465,Advanced,Machine Learning,4-6 hours,54,Career,Neural Networks,Easy,Interactive
466,Beginner,Mobile Development,2-4 hours,86,Hobby,UI/UX,Easy,Video
467,Beginner,Data Science,6+ hours,57,Hobby,Statistics Basics,Easy,Book
468,Advanced,Mobile Development,6+ hours,55,Certifications,Cross-platform Architecture,Easy,Book
469,Beginner,Machine Learning,2-4 hours,82,Certifications,Math for ML,Easy,Video
470,Intermediate,Mobile Development,1-2 hours,85,Certifications,App State Management,Medium,Article
471,Advanced,Data Science,1-2 hours,75,Academic,Big Data Tools,Medium,Article
472,Beginner,Web Development,1-2 hours,52,Certifications,HTML/CSS Basics,Easy,Article
473,Intermediate,Python,1-2 hours,54,Certifications,Data Structures,Easy,Article
474,Beginner,Data Science,6+ hours,61,Hobby,Statistics Basics,Easy,Book
475,Advanced,Machine Learning,4-6 hours,74,Certifications,Reinforcement Learning,Hard,Interactive
476,Intermediate,Machine Learning,1-2 hours,93,Hobby,Model Evaluation,Easy,Article
477,Advanced,Data Science,1-2 hours,61,Certifications,Deep Learning,Easy,Article
478,Advanced,Web Development,2-4 hours,50,Career,Full Stack Architecture,Easy,Video
479,Intermediate,Machine Learning,6+ hours,84,Certifications,Feature Engineering,Medium,Book
480,Beginner,Web Development,6+ hours,72,Hobby,JavaScript Basics,Easy,Book
481,Intermediate,Web Development,1-2 hours,52,Certifications,React.js,Easy,Article
482,Advanced,Python,2-4 hours,63,Career,Decorators & Generators,Easy,Video
483,Beginner,Mobile Development,1-2 hours,78,Career,Programming Fundamentals,Easy,Article
484,Beginner,Python,6+ hours,78,Hobby,Control Flow,Easy,Book
485,Advanced,Web Development,1-2 hours,58,Academic,Full Stack Architecture,Easy,Article
486,Beginner,Mobile Development,4-6 hours,86,Academic,UI/UX,Medium,Interactive
487,Beginner,Data Science,2-4 hours,92,Hobby,Data Visualization,Easy,Video
488,Intermediate,Data Science,4-6 hours,53,Hobby,Pandas & Data Cleaning,Easy,Interactive
489,Advanced,Machine Learning,6+ hours,53,Academic,Neural Networks,Easy,Book
490,Advanced,Machine Learning,4-6 hours,94,Certifications,Model Deployment,Hard,Interactive
491,Intermediate,Web Development,4-6 hours,74,Hobby,Node.js,Easy,Interactive
492,Advanced,Machine Learning,2-4 hours,64,Academic,Neural Networks,Easy,Video
493,Advanced,Web Development,6+ hours,53,Certifications,Full Stack Architecture,Easy,Book
494,Intermediate,Mobile Development,2-4 hours,74,Hobby,Flutter/Dart,Easy,Video
495,Intermediate,Web Development,4-6 hours,91,Career,APIs & Backend,Hard,Interactive
496,Intermediate,Data Science,1-2 hours,84,Hobby,ML Basics,Easy,Article
497,Beginner,Data Science,6+ hours,93,Career,Data Visualization,Hard,Book
498,Beginner,Web Development,2-4 hours,80,Hobby,JavaScript Basics,Easy,Video
499,Intermediate,Data Science,1-2 hours,63,Hobby,Pandas & Data Cleaning,Easy,Article
500,Advanced,Python,6+ hours,65,Hobby,Decorators & Generators,Easy,Book
501,Intermediate,Web Development,4-6 hours,99,Academic,APIs & Backend,Medium,Interactive
502,Intermediate,Machine Learning,4-6 hours,69,Academic,Scikit-learn,Easy,Interactive
503,Intermediate,Mobile Development,6+ hours,79,Career,Flutter/Dart,Medium,Book
504,Advanced,Machine Learning,4-6 hours,63,Academic,Neural Networks,Easy,Interactive
505,Intermediate,Machine Learning,1-2 hours,86,Hobby,Model Evaluation,Easy,Article
506,Advanced,Web Development,1-2 hours,66,Certifications,Full Stack Architecture,Easy,Article
507,Intermediate,Web Development,2-4 hours,71,Hobby,Node.js,Easy,Video
508,Intermediate,Mobile Development,2-4 hours,81,Academic,Flutter/Dart,Medium,Video
509,Intermediate,Machine Learning,6+ hours,79,Hobby,Feature Engineering,Easy,Book
510,Advanced,Data Science,2-4 hours,58,Certifications,Deep Learning,Easy,Video
511,Beginner,Mobile Development,1-2 hours,83,Career,Programming Fundamentals,Hard,Article
512,Beginner,Python,1-2 hours,76,Hobby,Control Flow,Easy,Article
513,Advanced,Web Development,1-2 hours,95,Hobby,Performance Optimization,Easy,Article
514,Beginner,Web Development,6+ hours,73,Career,JavaScript Basics,Easy,Book
515,Advanced,Mobile Development,6+ hours,92,Certifications,Native Modules,Hard,Book
516,Beginner,Python,6+ hours,50,Career,Python Basic,Easy,Book
517,Advanced,Data Science,4-6 hours,51,Certifications,Deep Learning,Easy,Interactive
518,Beginner,Python,1-2 hours,83,Hobby,Control Flow,Easy,Article
519,Beginner,Web Development,4-6 hours,72,Academic,JavaScript Basics,Medium,Interactive
520,Intermediate,Python,4-6 hours,75,Certifications,Libraries (Pandas/NumPy),Medium,Interactive
521,Advanced,Web Development,2-4 hours,69,Career,Full Stack Architecture,Easy,Video
522,Advanced,Python,1-2 hours,75,Certifications,System Design,Hard,Article
523,Intermediate,Mobile Development,6+ hours,53,Career,React Native,Easy,Book
524,Advanced,Web Development,1-2 hours,81,Certifications,Microservices,Hard,Article
525,Advanced,Data Science,1-2 hours,83,Career,Big Data Tools,Hard,Article
526,Beginner,Web Development,6+ hours,67,Career,HTML/CSS Basics,Easy,Book
527,Beginner,Data Science,1-2 hours,61,Academic,Statistics Basics,Easy,Article
528,Beginner,Web Development,2-4 hours,98,Certifications,Responsive Design,Easy,Video
529,Beginner,Data Science,2-4 hours,86,Hobby,Data Visualization,Easy,Video
530,Advanced,Machine Learning,4-6 hours,74,Hobby,Reinforcement Learning,Easy,Interactive
531,Advanced,Python,4-6 hours,53,Career,Decorators & Generators,Easy,Interactive
532,Intermediate,Web Development,1-2 hours,71,Certifications,Node.js,Medium,Article
533,Intermediate,Python,4-6 hours,100,Certifications,Web Scraping,Medium,Interactive
534,Intermediate,Web Development,4-6 hours,85,Certifications,APIs & Backend,Medium,Interactive
535,Intermediate,Web Development,6+ hours,55,Academic,React.js,Easy,Book
536,Beginner,Python,1-2 hours,67,Hobby,Python Basic,Easy,Article
537,Intermediate,Web Development,6+ hours,70,Academic,Node.js,Medium,Book
538,Beginner,Python,1-2 hours,69,Certifications,Python Basic,Easy,Article
539,Intermediate,Data Science,1-2 hours,58,Career,Pandas & Data Cleaning,Easy,Article
540,Beginner,Machine Learning,6+ hours,85,Certifications,ML Fundamentals,Easy,Book
541,Beginner,Python,1-2 hours,72,Career,Control Flow,Easy,Article
542,Advanced,Mobile Development,4-6 hours,74,Career,Performance Optimization,Hard,Interactive
543,Intermediate,Machine Learning,6+ hours,99,Career,Model Evaluation,Hard,Book
544,Advanced,Mobile Development,2-4 hours,86,Hobby,Native Modules,Easy,Video
545,Advanced,Machine Learning,2-4 hours,58,Academic,Neural Networks,Easy,Video
546,Intermediate,Data Science,6+ hours,59,Career,Pandas & Data Cleaning,Easy,Book
547,Beginner,Machine Learning,4-6 hours,76,Academic,Math for ML,Medium,Interactive
548,Intermediate,Python,4-6 hours,66,Hobby,Data Structures,Easy,Interactive
549,Advanced,Machine Learning,2-4 hours,79,Career,Reinforcement Learning,Hard,Video
550,Beginner,Data Science,1-2 hours,75,Academic,Python for Data,Medium,Article
551,Advanced,Machine Learning,4-6 hours,78,Academic,Reinforcement Learning,Medium,Interactive
552,Intermediate,Mobile Development,2-4 hours,69,Academic,React Native,Easy,Video
553,Advanced,Web Development,6+ hours,70,Hobby,Microservices,Easy,Book
554,Intermediate,Data Science,4-6 hours,97,Certifications,SQL for Data,Medium,Interactive
555,Advanced,Web Development,4-6 hours,74,Academic,Microservices,Medium,Interactive
556,Intermediate,Data Science,1-2 hours,86,Hobby,SQL for Data,Easy,Article
557,Advanced,Mobile Development,2-4 hours,93,Career,Native Modules,Hard,Video
558,Advanced,Machine Learning,2-4 hours,78,Academic,Reinforcement Learning,Medium,Video
559,Advanced,Python,6+ hours,93,Certifications,Optimization,Hard,Book
560,Beginner,Data Science,2-4 hours,66,Hobby,Statistics Basics,Easy,Video
561,Advanced,Machine Learning,6+ hours,54,Certifications,Neural Networks,Easy,Book
562,Advanced,Machine Learning,6+ hours,84,Certifications,Reinforcement Learning,Hard,Book
563,Advanced,Python,4-6 hours,94,Career,Optimization,Hard,Interactive
564,Beginner,Web Development,4-6 hours,60,Career,HTML/CSS Basics,Easy,Interactive
565,Advanced,Machine Learning,4-6 hours,100,Certifications,Model Deployment,Hard,Interactive
566,Beginner,Python,1-2 hours,66,Hobby,Python Basic,Easy,Article
567,Advanced,Mobile Development,2-4 hours,78,Academic,Performance Optimization,Medium,Video
568,Intermediate,Machine Learning,2-4 hours,72,Career,Feature Engineering,Medium,Video
569,Intermediate,Python,4-6 hours,76,Career,Libraries (Pandas/NumPy),Medium,Interactive
570,Beginner,Web Development,4-6 hours,69,Academic,HTML/CSS Basics,Easy,Interactive
571,Intermediate,Web Development,6+ hours,72,Certifications,Node.js,Medium,Book
572,Beginner,Machine Learning,6+ hours,70,Career,Math for ML,Easy,Book
573,Intermediate,Python,1-2 hours,51,Academic,Data Structures,Easy,Article
574,Advanced,Python,2-4 hours,97,Hobby,Optimization,Easy,Video
575,Advanced,Web Development,2-4 hours,71,Certifications,Microservices,Hard,Video
576,Intermediate,Web Development,6+ hours,90,Hobby,APIs & Backend,Easy,Book
577,Beginner,Machine Learning,6+ hours,51,Hobby,Python for ML,Easy,Book
578,Intermediate,Mobile Development,6+ hours,74,Career,Flutter/Dart,Medium,Book
579,Advanced,Web Development,2-4 hours,67,Career,Full Stack Architecture,Easy,Video
580,Advanced,Python,2-4 hours,73,Academic,System Design,Medium,Video
581,Beginner,Machine Learning,1-2 hours,66,Certifications,Python for ML,Easy,Article
582,Advanced,Data Science,6+ hours,89,Certifications,Advanced Visualization,Hard,Book
583,Advanced,Python,4-6 hours,72,Certifications,System Design,Hard,Interactive
584,Advanced,Web Development,4-6 hours,89,Career,Performance Optimization,Hard,Interactive
585,Advanced,Web Development,4-6 hours,57,Hobby,Full Stack Architecture,Easy,Interactive
586,Intermediate,Python,2-4 hours,73,Hobby,Libraries (Pandas/NumPy),Easy,Video
587,Advanced,Machine Learning,6+ hours,88,Hobby,Model Deployment,Easy,Book
588,Advanced,Machine Learning,6+ hours,61,Certifications,Neural Networks,Easy,Book
589,Advanced,Mobile Development,2-4 hours,85,Hobby,Native Modules,Easy,Video
590,Intermediate,Data Science,2-4 hours,61,Academic,Pandas & Data Cleaning,Easy,Video
591,Intermediate,Mobile Development,1-2 hours,72,Career,Flutter/Dart,Medium,Article
592,Intermediate,Web Development,2-4 hours,74,Certifications,Node.js,Medium,Video
593,Intermediate,Machine Learning,6+ hours,95,Certifications,Model Evaluation,Medium,Book
594,Intermediate,Web Development,1-2 hours,86,Career,APIs & Backend,Hard,Article
595,Beginner,Data Science,1-2 hours,67,Hobby,Statistics Basics,Easy,Article
596,Advanced,Data Science,2-4 hours,99,Certifications,Advanced Visualization,Hard,Video
597,Advanced,Machine Learning,1-2 hours,86,Career,Model Deployment,Hard,Article
598,Intermediate,Mobile Development,4-6 hours,84,Career,Flutter/Dart,Hard,Interactive
599,Advanced,Machine Learning,2-4 hours,77,Career,Reinforcement Learning,Hard,Video
600,Advanced,Web Development,4-6 hours,52,Certifications,Full Stack Architecture,Easy,Interactive
601,Intermediate,Data Science,1-2 hours,78,Career,ML Basics,Medium,Article
602,Beginner,Web Development,4-6 hours,95,Certifications,Responsive Design,Easy,Interactive
603,Beginner,Mobile Development,2-4 hours,100,Hobby,UI/UX,Easy,Video
604,Beginner,Python,4-6 hours,84,Academic,Control Flow,Medium,Interactive
605,Advanced,Mobile Development,2-4 hours,70,Academic,Performance Optimization,Medium,Video
606,Intermediate,Mobile Development,4-6 hours,82,Career,Flutter/Dart,Hard,Interactive
607,Beginner,Machine Learning,1-2 hours,67,Hobby,Python for ML,Easy,Article
608,Advanced,Web Development,2-4 hours,59,Academic,Full Stack Architecture,Easy,Video
609,Beginner,Machine Learning,6+ hours,59,Academic,Python for ML,Easy,Book
610,Advanced,Machine Learning,6+ hours,78,Career,Reinforcement Learning,Hard,Book
611,Advanced,Python,6+ hours,82,Academic,System Design,Medium,Book
612,Advanced,Data Science,6+ hours,81,Academic,Big Data Tools,Medium,Book
613,Advanced,Python,1-2 hours,96,Certifications,Optimization,Hard,Article
614,Advanced,Data Science,1-2 hours,100,Certifications,Advanced Visualization,Hard,Article
615,Beginner,Machine Learning,2-4 hours,81,Academic,Math for ML,Medium,Video
616,Intermediate,Data Science,4-6 hours,85,Hobby,SQL for Data,Easy,Interactive
617,Advanced,Machine Learning,4-6 hours,93,Career,Model Deployment,Hard,Interactive
618,Beginner,Python,6+ hours,51,Career,Python Basic,Easy,Book
619,Beginner,Machine Learning,6+ hours,50,Certifications,Python for ML,Easy,Book
620,Beginner,Web Development,4-6 hours,60,Academic,HTML/CSS Basics,Easy,Interactive
621,Beginner,Data Science,4-6 hours,55,Academic,Statistics Basics,Easy,Interactive
622,Advanced,Web Development,1-2 hours,75,Academic,Microservices,Medium,Article
623,Advanced,Web Development,6+ hours,91,Career,Performance Optimization,Hard,Book
624,Advanced,Python,1-2 hours,63,Certifications,Decorators & Generators,Easy,Article
625,Beginner,Web Development,2-4 hours,83,Certifications,JavaScript Basics,Easy,Video
626,Beginner,Python,4-6 hours,57,Certifications,Python Basic,Easy,Interactive
627,Advanced,Web Development,6+ hours,54,Hobby,Full Stack Architecture,Easy,Book
628,Intermediate,Python,1-2 hours,56,Academic,Data Structures,Easy,Article
629,Intermediate,Data Science,2-4 hours,74,Hobby,ML Basics,Easy,Video
630,Advanced,Web Development,1-2 hours,83,Career,Microservices,Hard,Article
631,Advanced,Web Development,6+ hours,72,Hobby,Microservices,Easy,Book
632,Advanced,Web Development,6+ hours,89,Certifications,Performance Optimization,Hard,Book
633,Beginner,Python,1-2 hours,58,Career,Python Basic,Easy,Article
634,Advanced,Machine Learning,4-6 hours,77,Academic,Reinforcement Learning,Medium,Interactive
635,Beginner,Web Development,4-6 hours,91,Career,Responsive Design,Hard,Interactive
636,Beginner,Mobile Development,4-6 hours,99,Career,UI/UX,Hard,Interactive
637,Advanced,Data Science,2-4 hours,83,Hobby,Big Data Tools,Easy,Video
638,Advanced,Machine Learning,4-6 hours,91,Career,Model Deployment,Hard,Interactive
639,Beginner,Machine Learning,6+ hours,57,Hobby,Python for ML,Easy,Book
640,Intermediate,Mobile Development,1-2 hours,83,Career,Flutter/Dart,Hard,Article
641,Intermediate,Data Science,2-4 hours,74,Certifications,ML Basics,Medium,Video
642,Intermediate,Mobile Development,2-4 hours,98,Certifications,App State Management,Medium,Video
643,Beginner,Python,1-2 hours,50,Academic,Python Basic,Easy,Article
644,Beginner,Python,1-2 hours,100,Certifications,Functions and Modules,Easy,Article
645,Advanced,Data Science,6+ hours,77,Certifications,Big Data Tools,Hard,Book
646,Beginner,Mobile Development,2-4 hours,67,Career,App Design Basics,Easy,Video
647,Intermediate,Python,2-4 hours,59,Academic,Data Structures,Easy,Video
648,Intermediate,Mobile Development,1-2 hours,69,Certifications,React Native,Easy,Article
649,Advanced,Web Development,1-2 hours,65,Career,Full Stack Architecture,Easy,Article
650,Intermediate,Python,6+ hours,89,Career,Web Scraping,Hard,Book
651,Intermediate,Web Development,1-2 hours,50,Hobby,React.js,Easy,Article
652,Advanced,Python,2-4 hours,81,Academic,System Design,Medium,Video
653,Advanced,Mobile Development,4-6 hours,60,Academic,Cross-platform Architecture,Easy,Interactive
654,Beginner,Data Science,1-2 hours,99,Career,Data Visualization,Hard,Article
655,Intermediate,Machine Learning,4-6 hours,83,Career,Feature Engineering,Hard,Interactive
656,Intermediate,Mobile Development,1-2 hours,81,Certifications,Flutter/Dart,Medium,Article
657,Advanced,Data Science,1-2 hours,81,Hobby,Big Data Tools,Easy,Article
658,Intermediate,Web Development,4-6 hours,99,Career,APIs & Backend,Hard,Interactive
659,Advanced,Python,2-4 hours,97,Career,Optimization,Hard,Video
660,Beginner,Python,2-4 hours,52,Certifications,Python Basic,Easy,Video
661,Intermediate,Machine Learning,2-4 hours,61,Career,Scikit-learn,Easy,Video
662,Advanced,Machine Learning,2-4 hours,70,Hobby,Reinforcement Learning,Easy,Video
663,Intermediate,Data Science,4-6 hours,54,Academic,Pandas & Data Cleaning,Easy,Interactive
664,Beginner,Mobile Development,1-2 hours,61,Hobby,App Design Basics,Easy,Article
665,Advanced,Python,6+ hours,54,Certifications,Decorators & Generators,Easy,Book
666,Intermediate,Data Science,4-6 hours,55,Certifications,Pandas & Data Cleaning,Easy,Interactive
667,Beginner,Data Science,2-4 hours,68,Academic,Statistics Basics,Easy,Video
668,Advanced,Mobile Development,2-4 hours,79,Academic,Performance Optimization,Medium,Video
669,Advanced,Machine Learning,2-4 hours,96,Hobby,Model Deployment,Easy,Video
670,Beginner,Python,6+ hours,51,Hobby,Python Basic,Easy,Book
671,Advanced,Data Science,1-2 hours,71,Career,Big Data Tools,Hard,Article
672,Advanced,Machine Learning,4-6 hours,56,Hobby,Neural Networks,Easy,Interactive
673,Advanced,Web Development,6+ hours,81,Career,Microservices,Hard,Book
674,Beginner,Data Science,1-2 hours,52,Hobby,Statistics Basics,Easy,Article
675,Advanced,Machine Learning,4-6 hours,79,Career,Reinforcement Learning,Hard,Interactive
676,Advanced,Python,2-4 hours,90,Certifications,Optimization,Hard,Video
677,Beginner,Mobile Development,1-2 hours,77,Hobby,Programming Fundamentals,Easy,Article
678,Beginner,Data Science,4-6 hours,70,Certifications,Python for Data,Easy,Interactive
679,Advanced,Data Science,4-6 hours,78,Academic,Big Data Tools,Medium,Interactive
680,Beginner,Python,2-4 hours,58,Career,Python Basic,Easy,Video
681,Beginner,Python,2-4 hours,78,Certifications,Control Flow,Easy,Video
682,Intermediate,Machine Learning,1-2 hours,84,Academic,Feature Engineering,Medium,Article
